id,source_id,target_id,type,description,direction,lag,confidence,provenance
rel-003376,obs-hot-days-2024-12,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003377,obs-hot-days-2024-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003378,obs-hot-days-2024-12,period-2024-12,AT_TIME,观测统计期,,,,
rel-003379,obs-hot-days-2024-12,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003380,obs-cold-days-2024-12,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003381,obs-cold-days-2024-12,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003382,obs-cold-days-2024-12,period-2024-12,AT_TIME,观测统计期,,,,
rel-003383,obs-cold-days-2024-12,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003384,obs-temp-mean-2025-01,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003385,obs-temp-mean-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003386,obs-temp-mean-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003387,obs-temp-mean-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003388,obs-temp-max-mean-2025-01,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003389,obs-temp-max-mean-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003390,obs-temp-max-mean-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003391,obs-temp-max-mean-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003392,obs-temp-min-mean-2025-01,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003393,obs-temp-min-mean-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003394,obs-temp-min-mean-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003395,obs-temp-min-mean-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003396,obs-temp-abs-max-2025-01,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003397,obs-temp-abs-max-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003398,obs-temp-abs-max-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003399,obs-temp-abs-max-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003400,obs-temp-abs-min-2025-01,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003401,obs-temp-abs-min-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003402,obs-temp-abs-min-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003403,obs-temp-abs-min-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003404,obs-cdd18-2025-01,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003405,obs-cdd18-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003406,obs-cdd18-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003407,obs-cdd18-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003408,obs-hdd18-2025-01,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003409,obs-hdd18-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003410,obs-hdd18-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003411,obs-hdd18-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003412,obs-hot-days-2025-01,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003413,obs-hot-days-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003414,obs-hot-days-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003415,obs-hot-days-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003416,obs-cold-days-2025-01,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003417,obs-cold-days-2025-01,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003418,obs-cold-days-2025-01,period-2025-01,AT_TIME,观测统计期,,,,
rel-003419,obs-cold-days-2025-01,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003420,obs-temp-mean-2025-02,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003421,obs-temp-mean-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003422,obs-temp-mean-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003423,obs-temp-mean-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003424,obs-temp-max-mean-2025-02,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003425,obs-temp-max-mean-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003426,obs-temp-max-mean-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003427,obs-temp-max-mean-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003428,obs-temp-min-mean-2025-02,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003429,obs-temp-min-mean-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003430,obs-temp-min-mean-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003431,obs-temp-min-mean-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003432,obs-temp-abs-max-2025-02,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003433,obs-temp-abs-max-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003434,obs-temp-abs-max-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003435,obs-temp-abs-max-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003436,obs-temp-abs-min-2025-02,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003437,obs-temp-abs-min-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003438,obs-temp-abs-min-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003439,obs-temp-abs-min-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003440,obs-cdd18-2025-02,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003441,obs-cdd18-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003442,obs-cdd18-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003443,obs-cdd18-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003444,obs-hdd18-2025-02,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003445,obs-hdd18-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003446,obs-hdd18-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003447,obs-hdd18-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003448,obs-hot-days-2025-02,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003449,obs-hot-days-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003450,obs-hot-days-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003451,obs-hot-days-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003452,obs-cold-days-2025-02,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003453,obs-cold-days-2025-02,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003454,obs-cold-days-2025-02,period-2025-02,AT_TIME,观测统计期,,,,
rel-003455,obs-cold-days-2025-02,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003456,obs-temp-mean-2025-03,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003457,obs-temp-mean-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003458,obs-temp-mean-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003459,obs-temp-mean-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003460,obs-temp-max-mean-2025-03,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003461,obs-temp-max-mean-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003462,obs-temp-max-mean-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003463,obs-temp-max-mean-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003464,obs-temp-min-mean-2025-03,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003465,obs-temp-min-mean-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003466,obs-temp-min-mean-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003467,obs-temp-min-mean-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003468,obs-temp-abs-max-2025-03,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003469,obs-temp-abs-max-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003470,obs-temp-abs-max-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003471,obs-temp-abs-max-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003472,obs-temp-abs-min-2025-03,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003473,obs-temp-abs-min-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003474,obs-temp-abs-min-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003475,obs-temp-abs-min-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003476,obs-cdd18-2025-03,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003477,obs-cdd18-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003478,obs-cdd18-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003479,obs-cdd18-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003480,obs-hdd18-2025-03,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003481,obs-hdd18-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003482,obs-hdd18-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003483,obs-hdd18-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003484,obs-hot-days-2025-03,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003485,obs-hot-days-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003486,obs-hot-days-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003487,obs-hot-days-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003488,obs-cold-days-2025-03,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003489,obs-cold-days-2025-03,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003490,obs-cold-days-2025-03,period-2025-03,AT_TIME,观测统计期,,,,
rel-003491,obs-cold-days-2025-03,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003492,obs-temp-mean-2025-04,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003493,obs-temp-mean-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003494,obs-temp-mean-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003495,obs-temp-mean-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003496,obs-temp-max-mean-2025-04,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003497,obs-temp-max-mean-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003498,obs-temp-max-mean-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003499,obs-temp-max-mean-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003500,obs-temp-min-mean-2025-04,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003501,obs-temp-min-mean-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003502,obs-temp-min-mean-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003503,obs-temp-min-mean-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003504,obs-temp-abs-max-2025-04,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003505,obs-temp-abs-max-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003506,obs-temp-abs-max-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003507,obs-temp-abs-max-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003508,obs-temp-abs-min-2025-04,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003509,obs-temp-abs-min-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003510,obs-temp-abs-min-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003511,obs-temp-abs-min-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003512,obs-cdd18-2025-04,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003513,obs-cdd18-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003514,obs-cdd18-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003515,obs-cdd18-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003516,obs-hdd18-2025-04,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003517,obs-hdd18-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003518,obs-hdd18-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003519,obs-hdd18-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003520,obs-hot-days-2025-04,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003521,obs-hot-days-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003522,obs-hot-days-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003523,obs-hot-days-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003524,obs-cold-days-2025-04,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003525,obs-cold-days-2025-04,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003526,obs-cold-days-2025-04,period-2025-04,AT_TIME,观测统计期,,,,
rel-003527,obs-cold-days-2025-04,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003528,obs-temp-mean-2025-05,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003529,obs-temp-mean-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003530,obs-temp-mean-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003531,obs-temp-mean-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003532,obs-temp-max-mean-2025-05,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003533,obs-temp-max-mean-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003534,obs-temp-max-mean-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003535,obs-temp-max-mean-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003536,obs-temp-min-mean-2025-05,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003537,obs-temp-min-mean-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003538,obs-temp-min-mean-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003539,obs-temp-min-mean-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003540,obs-temp-abs-max-2025-05,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003541,obs-temp-abs-max-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003542,obs-temp-abs-max-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003543,obs-temp-abs-max-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003544,obs-temp-abs-min-2025-05,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003545,obs-temp-abs-min-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003546,obs-temp-abs-min-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003547,obs-temp-abs-min-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003548,obs-cdd18-2025-05,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003549,obs-cdd18-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003550,obs-cdd18-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003551,obs-cdd18-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003552,obs-hdd18-2025-05,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003553,obs-hdd18-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003554,obs-hdd18-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003555,obs-hdd18-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003556,obs-hot-days-2025-05,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003557,obs-hot-days-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003558,obs-hot-days-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003559,obs-hot-days-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003560,obs-cold-days-2025-05,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003561,obs-cold-days-2025-05,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003562,obs-cold-days-2025-05,period-2025-05,AT_TIME,观测统计期,,,,
rel-003563,obs-cold-days-2025-05,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003564,obs-temp-mean-2025-06,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003565,obs-temp-mean-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003566,obs-temp-mean-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003567,obs-temp-mean-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003568,obs-temp-max-mean-2025-06,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003569,obs-temp-max-mean-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003570,obs-temp-max-mean-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003571,obs-temp-max-mean-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003572,obs-temp-min-mean-2025-06,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003573,obs-temp-min-mean-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003574,obs-temp-min-mean-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003575,obs-temp-min-mean-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003576,obs-temp-abs-max-2025-06,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003577,obs-temp-abs-max-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003578,obs-temp-abs-max-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003579,obs-temp-abs-max-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003580,obs-temp-abs-min-2025-06,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003581,obs-temp-abs-min-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003582,obs-temp-abs-min-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003583,obs-temp-abs-min-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003584,obs-cdd18-2025-06,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003585,obs-cdd18-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003586,obs-cdd18-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003587,obs-cdd18-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003588,obs-hdd18-2025-06,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003589,obs-hdd18-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003590,obs-hdd18-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003591,obs-hdd18-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003592,obs-hot-days-2025-06,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003593,obs-hot-days-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003594,obs-hot-days-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003595,obs-hot-days-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003596,obs-cold-days-2025-06,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003597,obs-cold-days-2025-06,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003598,obs-cold-days-2025-06,period-2025-06,AT_TIME,观测统计期,,,,
rel-003599,obs-cold-days-2025-06,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003600,obs-temp-mean-2025-07,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003601,obs-temp-mean-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003602,obs-temp-mean-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003603,obs-temp-mean-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003604,obs-temp-max-mean-2025-07,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003605,obs-temp-max-mean-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003606,obs-temp-max-mean-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003607,obs-temp-max-mean-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003608,obs-temp-min-mean-2025-07,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003609,obs-temp-min-mean-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003610,obs-temp-min-mean-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003611,obs-temp-min-mean-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003612,obs-temp-abs-max-2025-07,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003613,obs-temp-abs-max-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003614,obs-temp-abs-max-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003615,obs-temp-abs-max-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003616,obs-temp-abs-min-2025-07,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003617,obs-temp-abs-min-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003618,obs-temp-abs-min-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003619,obs-temp-abs-min-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003620,obs-cdd18-2025-07,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003621,obs-cdd18-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003622,obs-cdd18-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003623,obs-cdd18-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003624,obs-hdd18-2025-07,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003625,obs-hdd18-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003626,obs-hdd18-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003627,obs-hdd18-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003628,obs-hot-days-2025-07,feature-hot-days,MEASURES,观测对应指标,,,,
rel-003629,obs-hot-days-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003630,obs-hot-days-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003631,obs-hot-days-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003632,obs-cold-days-2025-07,feature-cold-days,MEASURES,观测对应指标,,,,
rel-003633,obs-cold-days-2025-07,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003634,obs-cold-days-2025-07,period-2025-07,AT_TIME,观测统计期,,,,
rel-003635,obs-cold-days-2025-07,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003636,obs-temp-mean-2025-08,indicator-temp-mean,MEASURES,观测对应指标,,,,
rel-003637,obs-temp-mean-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003638,obs-temp-mean-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003639,obs-temp-mean-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003640,obs-temp-max-mean-2025-08,indicator-temp-max-mean,MEASURES,观测对应指标,,,,
rel-003641,obs-temp-max-mean-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003642,obs-temp-max-mean-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003643,obs-temp-max-mean-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003644,obs-temp-min-mean-2025-08,indicator-temp-min-mean,MEASURES,观测对应指标,,,,
rel-003645,obs-temp-min-mean-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003646,obs-temp-min-mean-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003647,obs-temp-min-mean-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003648,obs-temp-abs-max-2025-08,indicator-temp-abs-max,MEASURES,观测对应指标,,,,
rel-003649,obs-temp-abs-max-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003650,obs-temp-abs-max-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003651,obs-temp-abs-max-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003652,obs-temp-abs-min-2025-08,indicator-temp-abs-min,MEASURES,观测对应指标,,,,
rel-003653,obs-temp-abs-min-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003654,obs-temp-abs-min-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003655,obs-temp-abs-min-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003656,obs-cdd18-2025-08,feature-cdd18,MEASURES,观测对应指标,,,,
rel-003657,obs-cdd18-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003658,obs-cdd18-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003659,obs-cdd18-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
rel-003660,obs-hdd18-2025-08,feature-hdd18,MEASURES,观测对应指标,,,,
rel-003661,obs-hdd18-2025-08,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-003662,obs-hdd18-2025-08,period-2025-08,AT_TIME,观测统计期,,,,
rel-003663,obs-hdd18-2025-08,source-open-meteo-era5-land,FROM_SOURCE,数据来源,,,,
